class,X143,X144,X146,X149,X150,X151,X152,X156,X157,X159,X160,X165,X167,X168,X173,X175,X178,X181,X183,X184,X185,X189,X190,X191,X192,X193,X194,X195,X196,X197,X199,X200,X205,X207,X208
Y,-0.164649193,0.305236146,0.365912101,0.153132184,0.486243003,0.010245559,0.255741723,0.451585333,-0.072807051,-0.384990715,0.507167649,-0.008058881,-0.319550328,0.378595198,0.425960973,-0.306394973,1.512880702,1.080917134,-0.216529692,-0.301941433,-0.116101223,1.035399547,-1.029488709,1.034836839,-1.389015515,-0.951975595,-1.243348721,0.537545122,-0.015864663,0.817568952,-0.156012944,-0.582955687,0.672230946,0.079881495,0.01890255
N,-0.095759484,0.076756451,0.118276018,-0.343430975,0.275853375,-0.057037591,0.50960543,0.234529676,-0.366334426,-0.58119601,0.717194337,-0.471041593,1.927253051,0.94826141,-0.472074179,-0.306394973,-0.659754577,0.249943103,-0.389287607,1.025708788,0.474052782,-0.304290064,-0.076759587,0.706148999,-0.544179971,-0.400241672,0.234157376,0.412649648,-0.015864663,-0.298755143,-0.235888053,0.444938178,-0.792616927,0.103604999,0.172795864
N,-0.052293986,0.305236146,0.277470643,-1.088275714,-0.425445384,0.639878818,-1.140508662,-0.443769251,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.9119301,0.933654584,-0.472074179,-0.306394973,-0.659754577,-0.525632659,0.179113153,-0.130631727,-0.429392856,-0.752833593,-0.341940025,-0.106778383,-7.640798545,1.612841561,-1.243348721,-1.210991521,-0.015864663,-0.633652372,-0.168859859,-0.271217383,-0.374088963,-0.348858666,0.547492628
N,-0.095787036,0.328084116,0.189029185,-0.426191502,-0.075327291,0.18491191,-0.505849396,0.234529676,-0.659861802,2.237099684,0.728248373,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,0.028350028,0.016567258,-0.473251138,0.433980597,-0.339935907,0.351524209,0.440164913,-0.628663525,-0.042360208,0.726659408,0.756112202,0.476797448,-0.187122734,-0.177043883,-0.136411631,-0.792616927,0.193083466,0.072430659
N,-0.185622003,-0.037483396,0.082899435,-0.177909922,-0.212968557,0.021495065,-1.572076963,-0.253845551,0.220720324,-0.378805091,0.424262377,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.193243047,-0.237736176,-0.144907535,0.390265485,0.075932265,-0.294540139,-0.99966351,0.723073346,0.434815077,0.023085076,-1.710573419,0.476797448,-0.410387553,-0.403932633,0.739825762,0.986126919,-0.128710948,0.239706
N,-0.00852983,0.12245239,0.224405768,-0.219290185,0.170658561,0.18962964,0.281128094,0.451585333,-0.659861802,2.290236848,0.777991536,-0.008058881,-0.715026453,0.385898611,-0.472074179,-0.306394973,-0.659754577,0.083748297,-0.231559249,-0.430423712,0.240905521,-0.022093805,-1.55532256,1.713001062,-0.628663525,-1.608091611,-1.102633855,0.412649648,0.476797448,-0.633652372,-0.000504532,-0.060583395,-0.792616927,-0.676135931,0.400290328
N,-0.181269769,0.396628024,0.100587726,-1.088275714,-0.372847977,-0.42799446,0.484219059,-1.203464049,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.913420541,0.331148557,-0.244838197,-0.247246558,-1.005324983,3.592774508,-1.577642756,0.554106237,3.417160606,2.555952671,0.912231545,-1.001188887,-0.9685496,3.897175129,0.857780796,-0.792616927,-0.324613381,1.156374868
N,0.126764804,-0.311659031,0.507418434,-0.177909922,0.385640026,0.18193751,0.433446318,0.451585333,0.220720324,-0.240283561,0.164492525,0.454923831,-0.423959176,0.670731717,1.323996125,-0.27958333,1.502230529,-0.802624003,0.418481883,-0.444699521,-0.414821152,-0.654807523,0.032974404,-0.856134814,0.216172019,1.642665016,-0.11762979,-1.710573419,0.476797448,-0.856917191,-0.236488079,0.495490335,-0.478720954,-0.033090828,0.279852082
N,-0.070803782,0.236692238,0.153652601,-0.053769132,-0.148696303,-0.157825245,-0.226599319,-0.17244968,-0.072807051,-0.289045734,0.158965507,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-1.024217078,0.145229478,-0.416147903,-1.106977085,-0.485489768,1.124017362,-0.53921165,0.892040455,0.777784813,0.585944542,0.412649648,-0.015864663,-0.745284781,-0.547531418,1.236921975,-0.06019299,0.004763981,0.01890255
N,-0.006161254,0.282388177,-0.164736648,-0.715853345,-0.15427653,-0.375915654,0.585764542,-0.932144478,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.620794037,0.656124891,-0.472074179,-0.306394973,-0.659754577,-0.525632659,-0.192024544,-0.116355918,-0.447607486,-0.821154792,0.659086106,-0.238602435,1.398941782,0.867255178,0.374872242,0.287754173,0.476797448,-0.187122734,-0.439763738,0.748251122,-0.374088963,-0.02674927,-0.014552518
N,-0.021759634,0.236692238,-0.147048357,-0.219290185,0.627801456,0.230926903,0.204968982,0.424453375,-0.072807051,-0.34234252,0.462951504,-0.471041593,1.988544854,1.006688713,0.874978549,-0.279091332,1.534181048,-0.581030928,0.359734737,-0.073528491,-0.06510026,-0.265673734,0.765319014,-0.108835064,0.216172019,0.569020626,0.585944542,0.287754173,-1.001188887,0.259406905,-0.093844183,-0.473426013,-0.478720954,-0.142314264,0.373526273
N,-0.231909152,0.922131323,0.277470643,-0.633092818,0.833454643,-0.061937872,0.738082766,0.451585333,-0.659861802,1.741152815,0.263978851,-0.471041593,1.390949776,0.437022502,-0.472074179,-0.306394973,-0.659754577,-0.858022272,0.391500242,-0.444699521,0.659842006,-1.00829547,1.201158709,-2.184994965,0.723073346,3.163661236,0.023085076,-1.710573419,-0.015864663,-0.522019962,0.047825826,-0.363896338,0.044439,-0.188047128,0.366835259
Y,-0.026612557,0.190996299,-0.093983482,0.48417429,0.205989143,-0.049449724,-0.607394879,0.451585333,-0.072807051,-0.4452859,0.391100268,-0.934024305,-0.731278897,-1.586022889,0.425960973,-0.293755843,1.518205788,-0.414836122,0.033837957,-0.416147903,-0.433035782,-0.230027891,0.677077165,0.215829082,-0.290729307,-0.087095391,1.148804007,0.662440596,0.476797448,-0.187122734,-0.04575133,-0.069008754,0.462966964,-0.19741563,0.059048632
N,-0.108808599,0.350932085,0.277470643,0.277272974,0.149979239,-0.009981791,0.331900835,0.47871729,0.807775074,-0.394354164,0.363465178,-0.008058881,-0.281627959,0.327471308,-0.472074179,-0.306394973,-0.659754577,0.028350028,0.033075422,-0.173459153,-0.269104114,-0.063680622,0.910160512,0.376832587,-0.206245753,0.062021885,1.711663473,0.787336071,-0.015864663,0.036142086,-0.034009609,-0.043732676,0.567598955,-0.18440161,0.199559918
N,-0.078070714,0.488019902,0.047522851,-1.046895451,-0.221734792,-0.238843096,0.458832689,-0.986408392,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.299012072,0.349381547,-0.472074179,-0.306394973,-0.659754577,-0.08244651,-0.056229024,-0.244838197,-0.29096167,-0.821154792,-0.890820512,0.994880455,0.469622683,-1.205474965,-0.610131823,0.443873516,-0.015864663,-0.410387553,-0.375014544,0.714549683,-0.269456972,-0.210910529,0.560874655
N,-0.825056927,2.270161524,0.755054517,-1.253796767,-1.103367517,-0.802636483,0.738082766,-2.261610375,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-1.190411884,-1.710775527,-4.299167902,-6.061356391,-1.320196599,1.652129723,-3.477893316,1.652392445,3.566277883,0.023085076,-1.804245024,-9.376444784,-1.08018201,-0.642263856,-3.607659764,-1.001880909,-0.720875165,-3.058963723
N,-0.113027717,0.259540207,-0.058606898,2.470426927,0.102561436,-0.133468895,-0.175826578,0.343057504,2.27541195,-0.471817384,0.551383794,1.380889255,-0.411262089,0.55387711,1.773013701,-0.269329769,1.544831221,2.355077315,0.025744794,-0.473251138,0.08790263,1.540382327,0.326839865,0.592092326,-0.037278644,-0.057271936,0.726659408,0.537545122,0.476797448,3.608379191,-0.033047032,-0.785164316,3.183398728,-0.175001097,0.085812687
N,-0.004932695,1.470482591,-1.084527814,-0.839994135,1.263515794,-0.754865724,1.905855816,0.180265762,-0.366334426,-0.351579264,0.241870779,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-1.190411884,-1.710775527,-4.299167902,-6.061356391,-1.275639294,1.035807594,-1.2440107,-0.544179971,3.5215427,0.023085076,-1.710573419,-2.479175221,-0.9685496,2.278394057,-0.734612158,-1.001880909,-0.720875165,-3.058963723
N,-0.08877671,-0.311659031,0.206717476,-0.508952028,0.150204014,0.036696874,-0.65816762,0.098869891,-0.366334426,0.070080578,0.037371109,-0.471041593,2.187743213,1.196577451,-0.472074179,-0.306394973,-0.659754577,-0.08244651,0.063296374,-0.401872094,0.423051819,-0.212204969,-1.570541362,0.8274358,0.300655574,-1.190563237,-1.946923053,0.287754173,-0.015864663,-1.08018201,-0.642263856,-3.607659764,0.358334973,-0.142918881,0.01890255
N,-0.145760026,-0.014635427,0.259782351,0.897976923,-0.007263531,0.091406261,-2.029031635,0.397321418,-0.659861802,2.396511177,0.877477862,0.917906543,-0.427738759,0.437022502,-0.472074179,-0.306394973,-0.659754577,-0.08244651,-0.183487169,-0.173459153,-0.137958779,0.889845687,-1.208886931,0.85619895,-0.544179971,-1.011622505,-1.313706155,0.412649648,0.476797448,0.036142086,-0.434336845,0.697698964,-0.478720954,-0.243789843,0.554183641
N,-0.286624009,0.739347567,-0.164736648,-0.343430975,0.997606681,-0.126214466,0.560378171,0.424453375,-0.072807051,-0.549559991,0.811153645,0.454923831,-0.407557008,0.437022502,-0.472074179,-0.306394973,-0.659754577,-0.636429197,-0.078599342,-0.159183344,-0.524108931,-0.32805396,-0.248517813,0.846135733,0.300655574,-0.773034863,0.304514809,0.537545122,0.476797448,-0.856917191,-0.375784241,0.798803279,-0.687984936,0.146132654,0.0925037
N,-0.090914457,0.053908482,0.082899435,0.566934817,0.242058906,0.167231024,-0.25198569,0.370189461,1.394829824,-0.39805528,0.346884123,0.454923831,-0.451941323,0.619607826,-0.472074179,-0.306394973,-0.659754577,0.471536178,-0.010105553,-0.601733418,0.149832372,0.675970627,0.196941536,0.23903072,-0.037278644,-0.131830574,0.304514809,0.537545122,0.476797448,1.040833772,-0.182527381,-0.195389147,0.462966964,-0.148143433,0.346762218
N,-0.396404813,1.333394774,-0.660008815,-0.674473081,1.180236567,0.097190526,0.560378171,0.451585333,0.220720324,-0.398878519,0.496113612,-0.471041593,2.019190755,1.035902365,0.874978549,-0.166791221,1.523530875,-1.079615347,-1.226599041,1.925084743,0.430337671,-1.147908356,1.599646919,-0.859088039,1.483425336,2.06019339,1.008089141,0.412649648,-1.98651311,-0.522019962,-0.299793186,-0.077434114,-0.687984936,-0.57475744,1.370487305
N,-0.086444972,0.465171933,-0.058606898,-0.922754661,0.292217013,0.273598366,-0.074281095,0.47871729,0.220720324,-0.489221812,0.612180993,-0.934024305,-0.731278897,-1.586022889,-0.023056603,3.339988505,1.512880702,-0.581030928,-0.307330486,0.369021582,0.641627376,-0.853830149,1.247028315,-0.879769304,0.976524009,1.016372455,0.867374274,0.412649648,-3.464499445,-0.075490324,-0.237234511,0.21745347,-0.792616927,-0.209569637,0.861970268
N,-0.105652328,-0.037483396,0.189029185,-0.177909922,0.249137232,0.097602334,0.534991801,0.28879359,-0.366334426,-0.493524162,0.684032228,-0.008058881,-0.357472696,0.451629328,-0.472074179,-0.306394973,-0.659754577,0.139146565,0.050576317,-0.344768859,-0.644325488,-0.087444517,-0.644104623,0.043597856,-1.051081298,-0.743211408,-0.53977439,0.037963224,-0.015864663,-0.410387553,-0.189566014,0.057371639,0.358334973,-0.235128445,0.099194714
N,-0.053883036,0.647955689,-0.093983482,-0.053769132,0.778827862,-0.05722975,0.179582612,0.451585333,-0.072807051,-0.366597947,0.490586594,-0.934024305,-0.731278897,-1.586022889,0.874978549,-0.269186383,1.502230529,-0.636429197,0.206712594,-0.016425256,-0.003170519,-0.836007227,-0.301661209,0.288980214,0.8075569,-0.832681773,-0.680489256,0.412649648,-0.508526775,-0.075490324,-0.291779297,0.326983144,0.149070991,-0.067527847,0.132649782
N,-0.166158952,0.556563811,-0.200113232,-0.964134924,-0.168302505,-0.35704476,0.712696395,-0.416637294,-0.366334426,-0.355754114,0.47400554,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.525632659,0.469865428,-0.45897533,-0.7863996,-0.984531574,-0.100760508,0.127846402,0.8075569,-0.594094131,0.304514809,0.162858699,-1.001188887,-0.298755143,-0.424925123,0.689273605,-1.001880909,-0.720875165,-3.058963723
Y,-0.12508004,0.419475994,-0.058606898,0.318653237,-0.324049271,-0.06363174,0.052650758,0.234529676,0.514247699,-0.358788567,0.280559906,-0.008058881,-0.715026453,0.626911239,-0.472074179,-0.306394973,-0.659754577,0.139146565,-0.3572136,-0.144907535,0.419408893,-0.022093805,-0.358101404,0.074753833,0.300655574,-0.116918846,-0.53977439,-0.08693225,-0.015864663,-0.410387553,-0.185629156,0.023670201,1.404654882,-0.205859773,0.206250932
Y,-0.12580262,0.282388177,0.012146268,-0.633092818,-0.191679131,0.002103315,-0.582008508,-0.525165122,-0.072807051,-0.343454457,0.330303069,-0.471041593,1.842976822,0.867923867,-0.472074179,-0.306394973,-0.659754577,0.471536178,-0.196905775,-0.359044668,0.342907448,0.423479237,-0.346527542,0.27054922,-1.304531961,-0.415153399,-0.11762979,0.287754173,-0.508526775,0.817568952,-0.132486734,-0.389172417,0.776862937,-0.201571957,0.152722823
N,-0.013730113,0.213844268,-0.093983482,-0.633092818,-0.327813596,-0.128057223,-0.455076655,-0.932144478,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.9119301,0.933654584,-0.472074179,-0.306394973,-0.659754577,-0.525632659,0.149171399,-0.016425256,-0.545966487,-0.301319577,0.948073249,0.826452827,0.04720491,0.53919717,1.43023374,0.662440596,-0.508526775,-0.410387553,-0.453704586,0.883056874,-0.164824981,-0.165982086,0.099194714
N,-0.278622858,0.396628024,0.24209406,-0.674473081,0.417574166,0.064087305,-0.25198569,0.180265762,0.220720324,-0.339081072,0.247397797,-0.471041593,1.766362068,0.794889737,-0.472074179,-0.306394973,-0.659754577,-0.414836122,0.236094083,-0.544630182,-0.997689306,-0.36667029,-1.107866027,0.33536285,0.554106237,-1.130916326,-1.384063588,0.037963224,0.476797448,-0.745284781,-0.440971659,0.722975043,-0.269456972,-0.095483149,0.427054382
N,0.00195809,0.076756451,0.065211143,0.028991394,0.25247675,-0.148274675,0.204968982,0.343057504,0.220720324,-0.252355902,0.197654634,-0.008058881,-0.530832093,0.55387711,1.323996125,-0.306394973,1.502230529,-0.525632659,0.173812978,-0.587457609,0.353836225,-0.375581751,-0.005474213,0.31156197,0.385139128,0.017286703,0.515587108,0.412649648,-0.508526775,-0.745284781,-0.352190378,0.647146807,-0.792616927,-0.433265806,0.527419587
Y,-0.014272053,0.213844268,-0.129360065,0.525554553,0.403645594,0.040257168,-0.65816762,0.47871729,-0.072807051,-0.5668723,0.695086265,-0.471041593,1.390949776,0.437022502,-0.472074179,-0.306394973,-0.659754577,1.025518865,0.025447553,-0.587457609,-0.258175336,0.996783217,-0.022905921,1.175951043,-0.71314708,-0.653741042,1.148804007,0.787336071,0.476797448,0.371039314,0.146432427,-0.456575293,-0.269456972,-0.17546358,0.400290328
Y,0.100175688,-4.195813847,0.189029185,0.649695343,0.214489734,0.03409707,0.306514465,0.424453375,0.514247699,-0.55546502,0.849842772,1.380889255,-0.461023137,0.327471308,-0.472074179,-0.306394973,-0.659754577,0.416137909,-0.251885398,0.15488445,0.27733478,0.473977515,-0.158182419,0.322780194,-0.375212862,-0.430065127,0.163799942,0.412649648,0.476797448,1.040833772,-0.243520675,-0.262792024,-0.583352945,0.039270974,0.259779041
N,-0.047606977,0.236692238,0.065211143,0.649695343,-0.048497301,-0.045356152,0.179582612,0.017474019,1.394829824,-0.44979963,0.462951504,-0.934024305,-0.731278897,-1.586022889,0.874978549,-0.285755361,1.502230529,0.859324059,-0.066590404,-0.430423712,0.175332853,1.472061128,0.296871537,0.653738863,-0.544179971,0.002374975,0.867374274,0.662440596,0.476797448,1.040833772,-0.420005374,0.765101841,1.718550855,-0.149796312,0.186177891
N,-0.117981405,0.282388177,0.012146268,0.815216396,-0.115480323,-0.191678273,0.458832689,0.234529676,-0.072807051,-0.156082995,0.109222344,-0.471041593,1.728054692,0.758372673,-0.472074179,-0.306394973,-0.659754577,0.416137909,0.209641047,-1.101386726,-0.305533373,0.569033097,-0.457558291,0.476278437,0.554106237,-0.713387952,-0.258344657,0.287754173,-0.015864663,0.259406905,-0.16774124,-0.254366664,-0.164824981,-0.210610713,0.420363368
Y,-0.060226626,-0.860010299,0.012146268,2.553187454,-0.101405567,0.149251299,-2.105190747,0.370189461,-0.072807051,-0.309383108,0.485059576,3.695802814,-0.510345716,0.444325915,-0.472074179,-0.306394973,-0.659754577,3.795432302,-0.147477336,-0.516078565,-0.090600742,2.52955448,-0.071094403,0.709999671,-0.71314708,-0.594094131,0.585944542,0.537545122,0.476797448,1.933893048,-0.149638747,-0.608231765,0.567598955,-0.235893975,0.353453232
N,-0.274732191,0.57941178,0.295158935,-0.177909922,-0.042653144,-0.111297369,-0.531235767,0.207397719,0.220720324,-0.466216234,0.545856775,-0.471041593,1.436918628,0.48084298,-0.472074179,-0.306394973,-0.659754577,-0.691827466,0.002866249,-0.0878043,-0.028671,-0.313201525,-1.203340441,-1.695804146,0.385139128,0.151492251,-1.102633855,-2.709737214,0.476797448,-0.410387553,-0.258865817,0.192177392,0.462966964,-0.084763088,-0.041316572
Y,-0.133267686,1.379090713,0.383600393,-1.295177031,-0.331938882,9.434558073,1.575832997,-1.963158847,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.913420541,0.191652572,0.483228053,1.79279198,-1.103351052,-1.831648089,2.126370379,0.131688465,-2.025619985,-2.650497385,0.287754173,-0.015864663,-1.08018201,-0.642263856,-3.607659764,-1.001880909,-0.720875165,-3.058963723
N,-0.192123725,0.807891475,-0.093983482,0.028991394,0.340670382,-0.203640177,0.154196241,0.370189461,-0.953389177,-0.61459481,-1.941301378,-0.008058881,-0.69877401,0.765676086,0.874978549,-0.231977792,1.523530875,-0.636429197,0.337012989,-0.273389815,-0.739041563,-0.458755385,0.531301569,-0.17892608,0.638589791,0.017286703,0.515587108,0.537545122,-1.001188887,-0.9685496,4.359684007,1.312750211,-0.374088963,-0.110742378,0.085812687
N,-0.01614546,0.305236146,-0.164736648,-0.260670449,-0.016354441,0.061917209,-0.353531172,0.098869891,-0.366334426,-0.543622361,0.451897467,-0.471041593,1.643778463,0.67803513,-0.472074179,-0.306394973,-0.659754577,0.305341372,-0.115270499,-0.501802756,0.328335744,-0.250821299,-0.299814528,0.94905705,-0.71314708,-0.78794659,0.374872242,0.693664465,-0.015864663,-0.298755143,-0.018637127,-0.127986271,-0.687984936,-0.056403352,0.31330715
N,-0.037903465,0.099604421,0.224405768,-0.426191502,0.205192212,-0.241405322,0.458832689,-0.308109466,-0.366334426,-0.389152914,0.689559246,-0.471041593,1.659101413,0.692641956,-0.472074179,-0.306394973,-0.659754577,-0.525632659,-0.475200674,1.054260405,0.492267412,-0.378552238,-0.291941053,0.340806941,0.554106237,-0.53444722,0.023085076,0.412649648,-0.508526775,-0.522019962,0.38304322,-1.054775821,-0.06019299,-0.056516067,0.119267755
Y,-0.118311184,0.053908482,0.082899435,0.318653237,0.180885835,-0.330041024,0.357287206,0.071737933,-0.659861802,1.965509732,0.47400554,0.917906543,-0.426291867,0.502753219,0.425960973,-0.306394973,1.523530875,0.083748297,0.175398621,-0.601733418,1.086064343,0.331394142,0.530610143,-0.184412921,0.554106237,0.002374975,0.445229675,0.287754173,0.476797448,-0.187122734,-0.449002003,0.883056874,2.137078819,-0.119756067,0.159413837
N,-0.038983447,-3.464678823,0.153652601,2.015244031,0.190571983,-0.086581429,-0.125053836,0.370189461,1.101302449,-0.357133373,0.236343761,2.76983739,-0.431297997,0.312864482,-0.472074179,-0.306394973,-0.659754577,2.465873852,0.033180884,-0.887249594,0.222690891,1.623555962,-0.266803086,0.933791038,0.04720491,-0.653741042,0.445229675,0.537545122,0.476797448,2.603687505,-0.15000654,-0.835716473,1.613918864,-0.053346836,0.072430659
Y,-0.207569331,0.670803658,-0.093983482,-0.467571765,0.153960972,-0.073955627,-0.048894724,0.261661633,-0.072807051,-0.543173551,0.838788736,-0.471041593,1.352642399,0.400505437,-0.472074179,-0.306394973,-0.659754577,-0.636429197,-0.24403912,-0.144907535,-0.669825969,-0.758774566,-0.042873826,-0.390843896,0.216172019,0.002374975,-0.961918989,-0.08693225,-0.015864663,-0.633652372,-0.353034599,0.520766414,-0.583352945,-0.038095,0.219632959
Y,-0.052563983,0.259540207,0.224405768,0.318653237,0.056405305,-0.063125696,0.230355353,0.343057504,-0.072807051,-0.329214984,0.413208341,-0.008058881,-0.731278897,0.977475062,0.425960973,-0.293755843,1.528855961,-0.359437853,0.037465557,-0.244838197,-0.7863996,-0.227057404,0.63778819,1.069560679,-0.628663525,-0.191477485,1.570948606,0.912231545,-0.015864663,-0.410387553,-0.195227185,0.04052092,0.358334973,-0.126820918,0.172795864
Y,-0.051840153,0.213844268,-0.093983482,0.235892711,-0.056033186,-0.210262709,0.12880987,-0.009657938,-0.072807051,-0.379440419,0.545856775,1.380889255,-0.392376585,0.298257656,-0.023056603,3.357862934,1.523530875,0.582332715,0.349298949,-0.644560844,-0.99404638,0.304659759,-0.623289405,1.107151789,0.216172019,-1.011622505,0.023085076,0.412649648,-0.015864663,-0.298755143,-0.452623902,0.807228639,-0.792616927,0.09721368,0.179486878
N,-0.055847858,0.259540207,-0.129360065,0.194512447,-0.110176842,-0.159797874,0.204968982,0.397321418,-0.953389177,-0.61459481,-1.941301378,0.917906543,-0.310461131,0.429719089,-0.472074179,-0.306394973,-0.659754577,0.194544834,-0.328804041,0.411849009,0.117046038,-0.022093805,-1.286447399,0.894197519,-0.121762199,-1.369503969,-1.524778454,0.412649648,0.476797448,-0.633652372,0.112896653,-0.321769541,-0.897248918,3.861740743,0.333380191
Y,-0.104023889,0.236692238,0.047522851,4.125637458,0.041024548,-0.184619439,0.027264388,0.370189461,2.568939325,-0.364371738,0.286086924,3.695802814,-0.572620777,0.422415676,-0.472074179,-0.306394973,-0.659754577,4.017025376,-0.226825634,-0.416147903,-0.170745113,3.613782214,1.290739929,-0.583895881,-1.220048406,0.658490991,1.148804007,0.662440596,0.476797448,3.720011601,-0.21413338,-0.161687709,3.601926691,-0.126637065,0.079121673
N,0.009947904,0.213844268,0.171340893,-0.591712555,0.005074132,-0.020105075,-0.074281095,0.47871729,-0.953389177,-0.61459481,-1.941301378,-0.471041593,1.674424364,0.707248782,-0.472074179,-0.306394973,-0.659754577,-0.304039585,0.052123208,0.02640217,-0.192602669,-0.705305801,-0.469826068,0.716543857,0.04720491,-0.802858318,-0.680489256,0.412649648,-0.508526775,0.259406905,-0.286047236,0.352259223,-0.583352945,-0.279272477,0.547492628
N,0.97854304,-4.629925267,-0.748450273,-1.129655977,-0.233757056,0.658663114,-0.175826578,0.343057504,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.802624003,-0.158738043,-0.316217241,0.357479151,-1.040970826,-1.511727139,1.649581845,0.638589791,-1.23529842,-1.102633855,0.287754173,-0.508526775,-0.856917191,-0.618038437,1.203220537,-1.001880909,-0.720875165,-3.058963723
N,0.043793684,0.419475994,-0.093983482,-0.964134924,0.116113102,0.222870602,0.738082766,0.28879359,-0.953389177,-0.61459481,-1.941301378,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,-0.802624003,0.653183529,-0.516078565,-1.981279315,-0.928092322,-0.260384358,-0.331469732,-0.121762199,0.2856978,0.023085076,-1.710573419,-0.015864663,-0.745284781,-0.561310831,1.245347335,-0.897248918,5.588130563,1.611363796
N,-0.154732229,0.282388177,0.224405768,0.235892711,-0.036655194,0.069489735,-1.013576809,0.424453375,0.220720324,-0.416505623,0.374519214,0.454923831,-0.344064769,0.546573697,-0.472074179,-0.306394973,-0.659754577,0.471536178,-0.486327264,0.383297391,0.211762113,0.744291827,0.727966393,-0.277000952,0.131688465,0.091845341,0.585944542,0.599992859,0.476797448,1.040833772,-0.269559904,0.065796998,0.253702982,-0.065671196,0.119267755
Y,-0.099360408,0.282388177,-0.093983482,0.277272974,-0.001968825,-0.030681416,-0.27737206,0.207397719,-0.366334426,-0.318180465,0.56243783,1.843871967,-0.475132657,0.334774721,-0.023056603,3.429360649,1.566131566,0.693129253,-0.040805341,-0.244838197,0.48498156,0.337335116,-0.683630454,1.037528191,0.04720491,-0.758123135,0.023085076,0.537545122,0.476797448,-0.410387553,-0.42398848,0.874631515,-0.792616927,0.02690917,0.159413837
Y,-0.020906473,-0.197419183,-0.040918607,0.939357186,0.751886472,0.043644947,0.255741723,0.451585333,-0.072807051,-0.324971335,0.374519214,-0.471041593,1.835315347,0.860620454,2.222031277,-0.22357893,1.523530875,-0.913420541,-0.374898875,0.968605553,1.049635084,-0.500342202,0.235143863,0.019264017,0.469622683,-0.504623765,0.163799942,0.443873516,-0.015864663,0.036142086,-0.152471509,0.048946279,0.149070991,-0.139794679,0.340071205
N,-0.157681059,0.168148329,0.082899435,-0.136529659,-0.162659872,0.39656257,-0.785099473,0.397321418,1.6883572,-0.31135008,0.203181652,-0.934024305,-0.731278897,-1.586022889,-0.472074179,-0.306394973,-0.659754577,0.416137909,-0.165356909,-0.316217241,0.379336707,0.465066054,-0.101928292,0.169708291,0.04720491,-0.236212667,0.023085076,0.412649648,0.476797448,0.259406905,-0.198951115,-0.220665226,1.09075891,-0.159218662,0.139340796
N,-0.007410795,-0.448746848,0.189029185,-0.302050712,-0.026172624,0.431582566,-0.480463025,0.370189461,-0.072807051,-0.388047485,0.518221685,-0.008058881,-0.341220252,0.531966871,-0.472074179,-0.306394973,-0.659754577,0.194544834,-0.228205156,-0.444699521,0.831059526,-0.206263995,-0.139060381,0.727252648,-1.304531961,-0.53444722,0.304514809,0.662440596,0.476797448,0.482671724,-0.180604588,0.057371639,-0.269456972,0.077707305,0.079121673
N,-0.10521835,0.168148329,0.012146268,0.3600335,0.095682312,-0.0557887,0.230355353,0.28879359,0.220720324,-0.40854154,0.534802739,-0.471041593,1.337319449,0.385898611,-0.472074179,-0.306394973,-0.659754577,-0.525632659,0.606788755,-0.530354374,-1.004975158,-0.001300396,-0.161123097,0.029897333,0.216172019,-0.370418216,-0.469416956,0.162858699,0.476797448,-0.522019962,-0.46087628,0.756676481,0.567598955,-0.13213986,0.192868905
N,-0.056561051,0.008212543,0.118276018,-0.343430975,-0.171224584,-0.370973337,0.661923654,0.126001848,1.101302449,-0.271537819,0.219762706,-0.471041593,1.574825185,0.612304413,-0.472074179,-0.306394973,-0.659754577,2.521272121,0.07691025,-0.259114006,-1.405697013,1.662172292,-0.676174931,-0.941149544,1.652392445,-0.012536753,0.023085076,-1.585677944,0.476797448,-0.745284781,-0.124076715,-0.186963788,0.253702982,-0.174021395,0.186177891
N,0.049724554,-3.236199128,-0.111671773,-0.426191502,0.013928915,-0.025401445,0.12880987,0.424453375,-0.659861802,2.08359232,0.584545902,-0.008058881,-0.595841868,0.546573697,-0.472074179,-0.306394973,-0.659754577,-0.581030928,0.148902251,-0.159183344,0.823773674,-0.589456811,0.434999431,0.0505468,0.131688465,0.076933613,0.304514809,0.537545122,-0.508526775,-0.298755143,-0.189198083,0.099498437,-0.269456972,0.090576688,0.045666605
